name_id,name,yrdb_id,ch_pinyin,attestation
nm_3809,邸,yrdb2920,di,ds_912
nm_3810,邸店,yrdb2921,didian,us_80209
nm_3811,鄒平,yrdb2922,zouping,ds_1318
nm_3812,鄴都,yrdb2924,yedu,ds_1543
nm_3813,鄴都,yrdb2924,yedu, ds_1266
nm_3814,邽縣,yrdb2925,gui xian,us_10115
nm_3815,郁郅,yrdb2926,yuzhi,us_20256
nm_3816,郁郅,yrdb2926,yuzhi, us_10123
nm_3817,郃陽,yrdb2927,heyang,us_20013
nm_3818,郃陽,yrdb2927,heyang, ds_1217
nm_3819,郎江,yrdb2929,langjiang,ds_1710
nm_3820,鄭,yrdb2930,zheng,ds_521
nm_3821,鄭,yrdb2930,zheng, ds_526
nm_3822,鄭下汛十一堡,yrdb2931,zhengxiaxunshiyi bao,ds_841
nm_3823,鄭下汛十二堡,yrdb2932,zhengxiaxunshier bao,ds_840
nm_3824,鄭下汛十堡,yrdb2933,zhengxiaxunshi bao,ds_839
nm_3825,鄭伯津,yrdb2934,zhengbo jin,us_20125
nm_3826,鄭縣,yrdb2935,zheng xian,us_10099
nm_3827,鄭國,yrdb2936,zheng guo,ds_1666
nm_3828,鄭家莊,yrdb2937,zhengjia zhuang,ds_838
nm_3829,鄭州,yrdb2938,zheng zhou,ds_215
nm_3830,鄭州,yrdb2938,zheng zhou, ds_248
nm_3831,鄭州,yrdb2938,zheng zhou, ds_253
nm_3832,鄭州,yrdb2938,zheng zhou, ds_302
nm_3833,鄭州,yrdb2938,zheng zhou, ds_530
nm_3834,鄭州,yrdb2938,zheng zhou, ds_986
nm_3835,鄭州,yrdb2938,zheng zhou, ds_1565
nm_3836,鄭州,yrdb2938,zheng zhou, ds_1289
nm_3837,鄭莊渡,yrdb2940,zhengzhuang du,us_80949
nm_3838,鄭旗營,yrdb2941,zhengqi ying,us_70193
nm_3839,鄭旗營,yrdb2941,zhengqi ying, us_80480
nm_3840,鄭渠,yrdb2942,zheng qu,ds_1759
nm_3841,鄆城縣,yrdb2943,yuncheng xian,ds_232
nm_3842,鄆城縣,yrdb2943,yuncheng xian, ds_1291
nm_3843,鄆州,yrdb2944,yun zhou,ds_71
nm_3844,鄆州,yrdb2944,yun zhou, ds_434
nm_3845,鄆州,yrdb2944,yun zhou, ds_643
nm_3846,鄆州,yrdb2944,yun zhou, ds_692
nm_3847,鄆州,yrdb2944,yun zhou, ds_761
nm_3848,鄆州,yrdb2944,yun zhou, ds_818
nm_3849,鄆州,yrdb2944,yun zhou, ds_914
nm_3850,鄆州,yrdb2944,yun zhou, ds_1560
nm_3851,郖津,yrdb2945,dou jin,us_30002
nm_3852,郩塞,yrdb2946,xiaosai,us_10064
nm_3853,郭固,yrdb2947,guogu,ds_188
nm_3854,郭城,yrdb2948,guo cheng,us_40269
nm_3855,郭家埠,yrdb2949,guojiabu,ds_190
nm_3856,郭家觜,yrdb2950,guojiazi,ds_192
nm_3857,郭家溝,yrdb2951,guojia gou,us_70069
nm_3858,郭家渡,yrdb2952,guojia du,ds_191
nm_3859,郭家紙坊,yrdb2953,guojiazhifang,ds_193
nm_3860,郭家鎮,yrdb2954,guojia zhen,us_80532
nm_3861,郭家集,yrdb2955,guojia ji,us_80401
nm_3862,郭村,yrdb2956,guo cun,ds_186
nm_3863,郭村,yrdb2956,guo cun, ds_187
nm_3864,郭村鎮,yrdb2957,guocun zhen,us_81001
nm_3865,郭煖樓,yrdb2958,guoxuanlou,ds_194
nm_3866,郭盆鎮,yrdb2959,guopen zhen,us_80787
nm_3867,郭貫樓,yrdb2960,guoguanlou,ds_189
nm_3868,郭道鎮,yrdb2961,guodao zhen,us_81013
nm_3869,郯城,yrdb2962,tan cheng,ds_1180
nm_3870,鄲城,yrdb2963,dan cheng,ds_905
nm_3871,郾城,yrdb2964,yan cheng,ds_1256
nm_3872,郿縣,yrdb2966,mei xian,ds_408
nm_3873,郿縣,yrdb2966,mei xian, us_40217
nm_3874,郿縣,yrdb2966,mei xian, us_10112
nm_3875,郿縣,yrdb2966,mei xian, us_30042
nm_3876,郿現鎮,yrdb2969,meixian zhen,us_80503
nm_3877,鄂爾格深,yrdb2970,eergeshen,us_81086
nm_3878,鄂州,yrdb2971,e zhou,ds_1363
nm_3879,鄄,yrdb2972,juan,ds_1429
nm_3880,鄄,yrdb2972,juan, ds_777
nm_3881,鄜城,yrdb2975,fu cheng,us_30021
nm_3882,鄜城,yrdb2975,fu cheng, us_70321
nm_3883,鄜城,yrdb2975,fu cheng, us_20012
nm_3884,鄜州,yrdb2976,fu zhou,ds_1371
nm_3885,鄠,yrdb2977,hu,us_20006
nm_3886,鄢,yrdb2978,yan,ds_1536
nm_3887,鄢陵,yrdb2979,yanling,ds_1251
nm_3888,酒店驛,yrdb2980,jiudian yi,us_80526
nm_3889,酸棗縣,yrdb2981,suanzao xian,ds_1168
nm_3890,醴泉,yrdb2982,liquan,ds_1050
nm_3891,采桑津,yrdb2983,caisang jin,us_30056
nm_3892,重泉城,yrdb2985,zhongquan cheng,us_10095
nm_3893,重泉城,yrdb2985,zhongquan cheng, us_40224
nm_3894,重泉城,yrdb2985,zhongquan cheng, us_40246
nm_3895,野川鎮,yrdb2986,yechuan zhen,us_80961
nm_3896,野狐城堡,yrdb2987,yehucheng bao,us_70363
nm_3897,野豬峽,yrdb2988,yezhuxia,us_70322
nm_3898,野豬峽,yrdb2988,yezhuxia, us_80120
nm_3899,野雞崗,yrdb2989,yejigang,ds_772
nm_3900,金,yrdb2990,jin,ds_1021
nm_3901,金鄉鎮,yrdb2991,jinxiang zhen,ds_293
nm_3902,金剛城,yrdb2992,jingang cheng,us_80328
nm_3903,金剛庫,yrdb2993,jingangku,us_80857
nm_3904,金縣,yrdb2994,jin xian,ds_1023
nm_3905,金城,yrdb2995,jin cheng,ds_1022
nm_3906,金城,yrdb2995,jin cheng, ds_1416
nm_3907,金城關,yrdb2996,jincheng guan,us_81108
nm_3908,金堤,yrdb2997,jin di,ds_289
nm_3909,金墉城,yrdb2998,jinyong cheng,us_30074
nm_3910,金墉城,yrdb2998,jinyong cheng, us_40157
nm_3911,金家臺,yrdb2999,jinjiatai,us_70177
nm_3912,金家崖,yrdb3000,jinjiaya,us_80389
nm_3913,金州,yrdb3001,jin zhou,ds_1417
nm_3914,金鬥關,yrdb3002,jindou guan,ds_290
nm_3915,金村堤,yrdb3003,jincun di,ds_288
nm_3916,金柳城,yrdb3004,jinliu cheng,us_40250
nm_3917,金水,yrdb3005,jin shui,ds_1707
nm_3918,金湯寨,yrdb3006,jintang zhai,us_70460
nm_3919,金湯寨,yrdb3006,jintang zhai, us_80594
nm_3920,金津,yrdb3007,jin jin,us_40203
nm_3921,金渠鎮,yrdb3008,jinqu zhen,us_80292
nm_3922,金王莊,yrdb3009,jinwang zhuang,ds_292
nm_3923,金相寺,yrdb3010,jinxiang si,ds_294
nm_3924,金積壕,yrdb3012,jinjihao,us_80434
nm_3925,金積壕,yrdb3012,jinjihao, us_70214
nm_3926,金谷,yrdb3013,jin gu,us_40164
nm_3927,金鎖關,yrdb3014,jinsuo guan,us_70062
nm_3928,金鎖關,yrdb3014,jinsuo guan, us_80206
nm_3929,金鎖關,yrdb3014,jinsuo guan, us_80741
nm_3930,金龍口,yrdb3015,jinlong kou,ds_291
nm_3931,鉅鹿,yrdb3016,julu,ds_1035
nm_3932,鉅鹿,yrdb3016,julu, ds_1036
nm_3933,鐘提,yrdb3018,zhongti,us_30036
nm_3934,鈞州,yrdb3019,jun zhou,ds_1431
nm_3935,鐵匠莊,yrdb3020,tiejiang zhuang,ds_601
nm_3936,鐵山堡,yrdb3021,tieshan bao,us_80629
nm_3937,鐵柱泉,yrdb3022,tiezhuquan,us_70246
nm_3938,鐵羅關,yrdb3023,tieluo guan,us_70016
nm_3939,鐵羅關,yrdb3023,tieluo guan, us_80756
nm_3940,鐵角城,yrdb3024,tiejiao cheng,us_80566
nm_3941,鐵門關,yrdb3025,tiemen guan,ds_602
nm_3942,銅,yrdb3026,tong,ds_735
nm_3943,銅城,yrdb3027,tong cheng,us_40213
nm_3944,銅城鎮,yrdb3028,tongcheng zhen,ds_607
nm_3945,銅山縣,yrdb3029,tongshan xian,ds_322
nm_3946,銅山縣,yrdb3029,tongshan xian, ds_571
nm_3947,銅山縣,yrdb3029,tongshan xian, ds_809
nm_3948,銅山縣,yrdb3029,tongshan xian, ds_1186
nm_3949,銅川橋,yrdb3030,tongchuan qiao,us_70278
nm_3950,銅沛廳,yrdb3031,tongpei ting,ds_202
nm_3951,銅沛廳,yrdb3031,tongpei ting, ds_1185
nm_3952,銅瓦廂,yrdb3032,tongwaxiang,ds_608
nm_3953,銅鞮縣,yrdb3033,tongdi xian,us_10039
nm_3954,銀川,yrdb3034,yin chuan,ds_1547
nm_3955,銀州關,yrdb3035,yinzhou guan,us_70330
nm_3956,鋪路鎮,yrdb3036,pulu zhen,us_80516
nm_3957,鎖南壩,yrdb3037,suonan ba,us_80378
nm_3958,鎖南巴寨,yrdb3038,suonanba zhai,us_70170
nm_3959,鎮北堡,yrdb3039,zhenbei bao,us_70224
nm_3960,鎮北堡,yrdb3039,zhenbei bao, us_80445
nm_3961,鎮口,yrdb3040,zhen kou,ds_836
nm_3962,鎮宏堡,yrdb3041,zhenhong bao,us_80820
nm_3963,鎮宏堡,yrdb3041,zhenhong bao, us_70125
nm_3964,鎮宏堡,yrdb3041,zhenhong bao, us_80822
nm_3965,鎮定,yrdb3042,zhending,ds_1305
nm_3966,鎮州,yrdb3044,zhen zhou,ds_1564
nm_3967,鎮戎,yrdb3045,zhenrong,ds_1307
nm_3968,鎮戎所,yrdb3046,zhenrongsuo,us_80474
nm_3969,鎮朔堡,yrdb3047,zhenshuo bao,us_70227
nm_3970,鎮江,yrdb3048,zhenjiang,ds_1306
nm_3971,鎮河堡,yrdb3049,zhenhe bao,us_70129
nm_3972,鎮河堡,yrdb3049,zhenhe bao, us_80827
nm_3973,鎮河堡,yrdb3049,zhenhe bao, us_70124
nm_3974,鎮海堡,yrdb3050,zhenhai bao,us_80315
nm_3975,鎮羅堡,yrdb3051,zhenluo bao,us_80095
nm_3976,鎮羌堡,yrdb3052,zhenqiang bao,us_70343
nm_3977,鎮羌堡,yrdb3052,zhenqiang bao, us_80044
nm_3978,鎮虜,yrdb3053,zhenlu,us_70040
nm_3979,鎮虜堡,yrdb3054,zhenlu bao,us_70204
nm_3980,鎮虜堡,yrdb3054,zhenlu bao, us_80417
nm_3981,鎮路堡,yrdb3055,zhenlu bao,us_80411
nm_3982,鎮邊堡,yrdb3056,zhenbian bao,us_80821
nm_3983,鎮遠關,yrdb3057,zhenyuan guan,us_70231
nm_3984,鎮遠關,yrdb3057,zhenyuan guan, us_80448
nm_3985,鎮門堡,yrdb3058,zhenmen bao,us_80816
nm_3986,鎮靖堡,yrdb3059,zhenjing bao,us_70299
nm_3987,鎮靖堡,yrdb3059,zhenjing bao, us_80096
nm_3988,鎮魯堡,yrdb3060,zhenlu bao,us_80826
nm_3989,鎬,yrdb3061,hao,us_20140
nm_3990,長樂堡,yrdb3062,changle bao,us_70335
nm_3991,長樂鎮,yrdb3063,changle zhen,us_70005
nm_3992,長樂鎮,yrdb3063,changle zhen, us_80938
nm_3993,長垣,yrdb3064,changyuan,ds_494
nm_3994,長垣,yrdb3064,changyuan, ds_825
nm_3995,長垣,yrdb3064,changyuan, ds_95
nm_3996,長垣,yrdb3064,changyuan, ds_860
nm_3997,長垣,yrdb3064,changyuan, ds_1301
nm_3998,長城,yrdb3066,chang cheng,us_30023
nm_3999,長城關,yrdb3067,changcheng guan,us_80466
nm_4000,長子,yrdb3068,zhangzi,us_40006
nm_4001,長子,yrdb3068,zhangzi, us_10029
nm_4002,長寧堡,yrdb3071,changning bao,us_80317
nm_4003,長寧堡,yrdb3071,changning bao, us_40037
nm_4004,長安,yrdb3072,changan,ds_1561
nm_4005,長山,yrdb3073,chang shan,ds_1530
nm_4006,長山,yrdb3073,chang shan, ds_824
nm_4007,長山縣,yrdb3074,changshan xian,ds_1300
nm_4008,長平關,yrdb3078,changping guan,us_70084
nm_4009,長平關,yrdb3078,changping guan, us_30102
nm_4010,長平關,yrdb3078,changping guan, us_10030
nm_4011,長平關,yrdb3078,changping guan, us_20201
nm_4012,長平觀,yrdb3079,changpingguan,us_30045
nm_4013,長平觀,yrdb3079,changpingguan, us_20080
nm_4014,長平觀,yrdb3079,changpingguan, ds_823
nm_4015,長林縣,yrdb3081,changlin xian,ds_1298
nm_4016,長流水驛,yrdb3083,changliushui yi,us_80414
nm_4017,長清縣,yrdb3084,changqing xian,ds_466
nm_4018,長清縣,yrdb3084,changqing xian, ds_546
nm_4019,長清縣,yrdb3084,changqing xian, ds_805
nm_4020,長清縣,yrdb3084,changqing xian, ds_1299
nm_4021,長蛇鎮,yrdb3085,changshe zhen,us_40215
nm_4022,長道縣,yrdb3086,changdao xian,ds_1297
nm_4023,長門亭,yrdb3088,changmen ting,us_20144
nm_4024,長門亭,yrdb3088,changmen ting, us_40235
nm_4025,長門亭,yrdb3088,changmen ting, us_20091
nm_4026,門扇岔,yrdb3089,menshancha,us_81139
nm_4027,閬州,yrdb3090,lang zhou,ds_1440
nm_4028,閿鄉,yrdb3091,wen xiang,us_20066
nm_4029,閿鄉,yrdb3091,wen xiang, us_20161
nm_4030,閿鄉,yrdb3091,wen xiang, us_30005
nm_4031,閿鄉,yrdb3091,wen xiang, us_30053
nm_4032,閿鄉,yrdb3091,wen xiang, us_40066
nm_4033,閿鄉,yrdb3091,wen xiang, ds_290
nm_4034,閿鄉,yrdb3091,wen xiang, ds_656
nm_4035,閿底鎮,yrdb3092,wendi zhen,us_80001
nm_4036,閻家店,yrdb3093,yanjiadian,us_81182
nm_4037,閼與聚,yrdb3095,eyuju,us_20205
nm_4038,閼與聚,yrdb3095,eyuju, us_20038
nm_4039,閼與聚,yrdb3095,eyuju, us_10153
nm_4040,闕門鎮,yrdb3096,quemen zhen,us_80014
nm_4041,闞村,yrdb3097,kan cun,ds_308
nm_4042,阜城,yrdb3098,fu cheng,ds_942
nm_4043,阜城鎮,yrdb3099,fucheng zhen,us_80570
nm_4044,阜寧,yrdb3100,funing,ds_66
nm_4045,阜寧,yrdb3100,funing, ds_159
nm_4046,阜寧,yrdb3100,funing, ds_673
nm_4047,阜寧,yrdb3100,funing, ds_943
nm_4048,阜寧,yrdb3100,funing, ds_944
nm_4049,陽興寨,yrdb3102,yangxing zhai,us_80709
nm_4050,陽城,yrdb3103,yang cheng,us_20130
nm_4051,陽城縣,yrdb3104,yangcheng xian,ds_212
nm_4052,陽城縣,yrdb3104,yangcheng xian, ds_306
nm_4053,陽市邑,yrdb3105,yangshi yi,us_30006
nm_4054,陽市邑,yrdb3105,yangshi yi, us_40075
nm_4055,陽平鎮,yrdb3106,yangping zhen,us_80287
nm_4056,陽方口堡,yrdb3108,yangfangkou bao,us_80668
nm_4057,陽方口堡,yrdb3108,yangfangkou bao, us_70107
nm_4058,陽明堡,yrdb3109,yangming bao,us_80860
nm_4059,陽曲,yrdb3110,yangqu,us_40012
nm_4060,陽樊田,yrdb3111,yangfantian,us_20173
nm_4061,陽武,yrdb3112,yangwu,ds_448
nm_4062,陽武,yrdb3112,yangwu, ds_630
nm_4063,陽武,yrdb3112,yangwu, ds_1262
nm_4064,陽武縣,yrdb3113,yangwu xian,ds_84
nm_4065,陽武縣,yrdb3113,yangwu xian, ds_117
nm_4066,陽武縣,yrdb3113,yangwu xian, ds_421
nm_4067,陽武縣,yrdb3113,yangwu xian, ds_447
nm_4068,陽武縣,yrdb3113,yangwu xian, ds_509
nm_4069,陽武縣,yrdb3113,yangwu xian, ds_547
nm_4070,陽武縣,yrdb3113,yangwu xian, ds_583
nm_4071,陽武縣,yrdb3113,yangwu xian, ds_815
nm_4072,陽武縣,yrdb3113,yangwu xian, ds_830
nm_4073,陽武縣,yrdb3113,yangwu xian, ds_863
nm_4074,陽武縣,yrdb3113,yangwu xian, ds_1263
nm_4075,陽武峪堡,yrdb3114,yangwuyu bao,us_80851
nm_4076,陽湖,yrdb3115,yanghu,ds_1261
nm_4077,陽翟,yrdb3117,yangzhai,ds_1264
nm_4078,陽胡城,yrdb3118,yanghu cheng,us_40079
nm_4079,陽胡城,yrdb3118,yanghu cheng, us_10057
nm_4080,陽谷,yrdb3119,yang gu,ds_1260
nm_4081,陽谷,yrdb3119,yang gu, ds_233
nm_4082,陽谷,yrdb3119,yang gu, ds_497
nm_4083,陽谷堤,yrdb3121,yanggu di,ds_748
nm_4084,陽邑,yrdb3122,yang yi,us_10143
nm_4085,陽阿城,yrdb3123,yanga cheng,us_40104
nm_4086,陰地關,yrdb3125,yindi guan,us_70070
nm_4087,陰地關,yrdb3125,yindi guan, us_10044
nm_4088,陰密,yrdb3126,yinmi,us_20002
nm_4089,陰密,yrdb3126,yinmi, us_10120
nm_4090,陰密,yrdb3126,yinmi, us_40020
nm_4091,陰密,yrdb3126,yinmi, us_40041
nm_4092,陰密,yrdb3126,yinmi, us_40051
nm_4093,陰成,yrdb3127,yincheng,us_10065
nm_4094,陰晉,yrdb3128,yinjin,us_10070
nm_4095,陰館城,yrdb3130,yinguan cheng,us_40147
nm_4096,陰館城,yrdb3130,yinguan cheng, us_30096
nm_4097,階州,yrdb3131,jie zhou,ds_1414
nm_4098,阻虎堡,yrdb3132,zuhu bao,us_70044
nm_4099,阻虎堡,yrdb3132,zuhu bao, us_80647
nm_4100,阿城,yrdb3133,a cheng,us_20086
nm_4101,阿城,yrdb3133,a cheng, us_30121
nm_4102,阿幹,yrdb3134,agan,us_70427
nm_4103,阿幹,yrdb3134,agan, us_80376
nm_4104,阿房宮,yrdb3136,epang gong,us_20005
nm_4105,阿房宮,yrdb3136,epang gong, us_40233
nm_4106,阿拉廟,yrdb3137,ala miao,us_81015
nm_4107,阿魯烏爾圖,yrdb3138,aluwuertu,us_81032
nm_4108,附城鎮,yrdb3139,fucheng zhen,us_80963
nm_4109,陸家社,yrdb3140,lujiashe,ds_374
nm_4110,陸座樓,yrdb3141,luzuolou,ds_375
nm_4111,陸柏鎮,yrdb3142,lubai zhen,us_80223
nm_4112,陸渾關,yrdb3143,luhun guan,us_20076
nm_4113,陸渾關,yrdb3143,luhun guan, us_20179
nm_4114,大寨站,yrdb3145,dazhai zhan,us_70447
nm_4115,大寨站,yrdb3145,dazhai zhan, us_20262
nm_4116,隴城關,yrdb3147,longcheng guan,us_70183
nm_4117,隴城關,yrdb3147,longcheng guan, us_81175
nm_4118,隴城關,yrdb3147,longcheng guan, us_30114
nm_4119,隴城關,yrdb3147,longcheng guan, us_40023
nm_4120,隴城縣,yrdb3148,longcheng xian,ds_1079
nm_4121,隴安,yrdb3149,longan,us_70264
nm_4122,隴西縣,yrdb3150,longxi xian,ds_1080
nm_4123,陳,yrdb3151,chen,ds_893
nm_4124,陳兩河,yrdb3152,chenliang he,ds_1377
nm_4125,陳倉,yrdb3153,chencang,us_10118
nm_4126,陳倉,yrdb3153,chencang, us_40022
nm_4127,陳倉,yrdb3153,chencang, us_40053
nm_4128,陳壚鎮,yrdb3154,chenlu zhen,us_80208
nm_4129,陳埽,yrdb3155,chen sao,ds_76
nm_4130,陳孟口,yrdb3156,chenmeng kou,ds_72
nm_4131,陳家口,yrdb3157,chenjia kou,ds_63
nm_4132,陳家堡,yrdb3158,chenjia pu,ds_61
nm_4133,陳家寨,yrdb3159,chenjia zhai,us_80624
nm_4134,陳家屯,yrdb3160,chenjia tun,ds_68
nm_4135,陳家莊,yrdb3161,chenjia zhuang,ds_70
nm_4136,陳家林,yrdb3162,chenjialin,ds_64
nm_4137,陳家樓,yrdb3163,chenjialou,ds_65
nm_4138,陳家浦,yrdb3164,chenjiapu,ds_66
nm_4139,陳家社,yrdb3165,chenjiashe,ds_67
nm_4140,陳家窯,yrdb3166,chenjiayao,ds_69
nm_4141,陳家紙坊,yrdb3167,chenjiazhifang,us_80129
nm_4142,陳家道,yrdb3168,chenjia dao,ds_62
nm_4143,陳州,yrdb3169,chen zhou,ds_1215
nm_4144,陳州,yrdb3169,chen zhou, ds_1338
nm_4145,陳村,yrdb3170,chen cun,us_80280
nm_4146,陳村峪,yrdb3171,chencunyu,us_70072
nm_4147,陳橋鋪,yrdb3172,chenqiao pu,ds_74
nm_4148,陳橋鎮,yrdb3173,chenqiao zhen,ds_75
nm_4149,陳留,yrdb3174,chenliu,ds_190
nm_4150,陳留,yrdb3174,chenliu, ds_217
nm_4151,陳留,yrdb3174,chenliu, ds_288
nm_4152,陳留,yrdb3174,chenliu, ds_300
nm_4153,陳留,yrdb3174,chenliu, ds_411
nm_4154,陳留,yrdb3174,chenliu, ds_435
nm_4155,陳留,yrdb3174,chenliu, ds_454
nm_4156,陳留,yrdb3174,chenliu, ds_894
nm_4157,陳福莊,yrdb3175,chenfu zhuang,ds_60
nm_4158,陳空鎮,yrdb3176,chenkong zhen,ds_71
nm_4159,陳鋪,yrdb3177,chen pu,ds_73
nm_4160,陘城,yrdb3178,xing cheng,us_10050
nm_4161,陌底鎮,yrdb3180,modi zhen,us_80937
nm_4162,陌底鎮,yrdb3180,modi zhen, us_70004
nm_4163,陜縣,yrdb3184,xia xian,us_40035
nm_4164,陜縣,yrdb3184,xia xian, us_10062
nm_4165,陜縣,yrdb3184,xia xian, ds_1643
nm_4166,陜右,yrdb3185,xiayou,ds_1648
nm_4167,陜州,yrdb3186,xia zhou,ds_488
nm_4168,陜州,yrdb3186,xia zhou, ds_618
nm_4169,陜州,yrdb3186,xia zhou, ds_656
nm_4170,陜州,yrdb3186,xia zhou, ds_979
nm_4171,陜州,yrdb3186,xia zhou, ds_1476
nm_4172,陜州,yrdb3186,xia zhou, ds_1649
nm_4173,陜津,yrdb3187,xia jin,us_30008
nm_4174,陜西,yrdb3188,xiaxi,ds_891
nm_4175,陜西,yrdb3188,xiaxi, ds_934
nm_4176,陜西,yrdb3188,xiaxi, ds_1028
nm_4177,陜西,yrdb3188,xiaxi, ds_1393
nm_4178,陜西,yrdb3188,xiaxi, ds_1645
nm_4179,陜西,yrdb3188,xiaxi, ds_1784
nm_4180,陜西,yrdb3188,xiaxi, ds_1031
nm_4181,陜西,yrdb3188,xiaxi, ds_1149
nm_4182,陜西,yrdb3188,xiaxi, ds_1644
nm_4183,陜西東路,yrdb3189,xiaxidong lu,ds_1646
nm_4184,陜西路,yrdb3190,xiaxi lu,ds_1647
nm_4185,陡山,yrdb3191,dou shan,ds_1684
nm_4186,陵,yrdb3192,ling,ds_1074
nm_4187,陵井驛,yrdb3193,lingjing yi,us_80685
nm_4188,陶家店,yrdb3194,taojiadian,ds_591
nm_4189,陶莊,yrdb3195,tao zhuang,ds_592
nm_4190,陶村堡,yrdb3196,taocun bao,us_80932
nm_4191,隆務寺,yrdb3197,longwu si,us_80335
nm_4192,隆坊,yrdb3198,longfang,us_80141
nm_4193,隆平,yrdb3199,longping,ds_1078
nm_4194,隆舟峪,yrdb3200,longzhouyu,us_70088
nm_4195,隘口村,yrdb3201,aikou cun,us_80906
nm_4196,隰,yrdb3202,xi,ds_1216
nm_4197,隰城,yrdb3203,xi cheng,us_20186
nm_4198,隰寧堡,yrdb3204,xining bao,us_70244
nm_4199,雁翔關,yrdb3205,yanxiang guan,us_80007
nm_4200,雁門關,yrdb3206,yanmen guan,us_80848
nm_4201,雁領關,yrdb3207,yanling guan,us_70367
nm_4202,雄州,yrdb3208,xiong zhou,ds_1528
nm_4203,雄武埽,yrdb3209,xiongwu sao,ds_729
nm_4204,雅州,yrdb3210,ya zhou,ds_1535
nm_4205,集仙館,yrdb3211,jixianguan,us_40245
nm_4206,集州,yrdb3212,ji zhou,ds_1402
nm_4207,集靈宮,yrdb3213,jiling gong,us_20057
nm_4208,雍,yrdb3214,yong,ds_1551
nm_4209,雍丘,yrdb3215,yong qiu,ds_1274
nm_4210,雍縣,yrdb3216,yong xian,us_40021
nm_4211,雍縣,yrdb3216,yong xian, us_40033
nm_4212,雍縣,yrdb3216,yong xian, us_40042
nm_4213,雍縣,yrdb3216,yong xian, us_40052
nm_4214,雎州,yrdb3217,ju zhou,ds_817
nm_4215,雕陰,yrdb3218,diaoyin,us_10093
nm_4216,雨金鎮,yrdb3219,yujin zhen,us_80256
nm_4217,零口鎮,yrdb3220,lingkou zhen,us_70315
nm_4218,零口鎮,yrdb3220,lingkou zhen, us_80254
nm_4219,雷家莊堡,yrdb3221,leijiazhuang bao,us_80735
nm_4220,雷家集,yrdb3222,leijia ji,ds_320
nm_4221,雷村鎮,yrdb3223,leicun zhen,us_80166
nm_4222,雷福堡,yrdb3224,leifu bao,us_70223
nm_4223,雷街鎮,yrdb3225,leijie zhen,us_80164
nm_4224,雷遠鎮,yrdb3226,leiyuan zhen,us_80149
nm_4225,雷陽鎮,yrdb3227,leiyang zhen,us_81135
nm_4226,霍家橋,yrdb3228,huojia qiao,ds_266
nm_4227,霍山,yrdb3229,huo shan,ds_1008
nm_4228,霍州,yrdb3230,huo zhou,ds_1072
nm_4229,霍趙堡,yrdb3231,huozhao bao,us_80928
nm_4230,霍魯罕召,yrdb3232,huoluhanzhao,us_81019
nm_4231,霜澤寨,yrdb3233,shuangze zhai,us_80973
nm_4232,露井鎮,yrdb3234,lujing zhen,us_80172
nm_4233,露鋪,yrdb3235,lu pu,ds_376
nm_4234,霸上,yrdb3236,bashang,us_40018
nm_4235,霸州,yrdb3237,ba zhou,ds_1321
nm_4236,霸橋,yrdb3238,ba qiao,us_30046
nm_4237,青,yrdb3239,qing,ds_1129
nm_4238,清豐口,yrdb3240,qingfeng kou,ds_471
nm_4239,青岡,yrdb3241,qinggang,ds_472
nm_4240,青岡坪,yrdb3242,qinggang ping,us_80189
nm_4241,青岡峽,yrdb3243,qinggangxia,us_70282
nm_4242,青岡峽,yrdb3243,qinggangxia, us_80561
nm_4243,青化鎮,yrdb3244,qinghua zhen,us_80106
nm_4244,青縣,yrdb3245,qing xian,ds_1132
nm_4245,青城,yrdb3246,qing cheng,ds_1130
nm_4246,青墩營,yrdb3247,qingdun ying,ds_470
nm_4247,青家驛,yrdb3249,qingjia yi,us_80515
nm_4248,青家驛,yrdb3249,qingjia yi, us_70185
nm_4249,青州,yrdb3250,qing zhou,ds_1469
nm_4250,青泥,yrdb3251,qingni,us_40232
nm_4251,青海,yrdb3252,qinghai,ds_1634
nm_4252,青海,yrdb3252,qinghai, ds_1781
nm_4253,青海東部,yrdb3253,qinghaidongbu,ds_1635
nm_4254,青田,yrdb3254,qingtian,ds_1131
nm_4255,青石岸,yrdb3255,qingshian,us_20259
nm_4256,青花鎮,yrdb3256,qinghua zhen,us_80293
nm_4257,青陽灣,yrdb3257,qingyang wan,ds_474
nm_4258,青龍岡,yrdb3258,qinglonggang,ds_473
nm_4259,青龍鎮,yrdb3260,qinglong zhen,us_80730
nm_4260,青龍鎮,yrdb3260,qinglong zhen, us_70021
nm_4261,靖邊,yrdb3261,jingbian,ds_1031
nm_4262,靖邊,yrdb3261,jingbian, us_70301
nm_4263,靖遠縣,yrdb3263,jingyuan xian,ds_1032
nm_4264,靜州,yrdb3264,jing zhou,ds_1428
nm_4265,靜海,yrdb3265,jinghai,ds_1033
nm_4266,靜陽鎮,yrdb3266,jingyang zhen,us_80887
nm_4267,靛池閣,yrdb3267,dianchige,ds_117
nm_4268,靳家寨,yrdb3268,jinjia zhai,ds_295
nm_4269,鞥滾,yrdb3269,enggun,us_81053
nm_4270,韋家樓,yrdb3270,weijialou,ds_647
nm_4271,韋州堡,yrdb3271,weizhou bao,us_80469
nm_4272,韋州堡,yrdb3271,weizhou bao, us_70248
nm_4273,韋曲,yrdb3273,weiqu,us_80241
nm_4274,韓信溝,yrdb3274,hanxin gou,us_70068
