yrdb_id,ft_id
yrdb3023,customs house
yrdb3024,walled settlement
yrdb3025,customs house
yrdb3026,not specified
yrdb3027,walled settlement
yrdb3028,town
yrdb3029,county
yrdb3030,bridge
yrdb3031,bureau
yrdb3032,not specified
yrdb3033,county
yrdb3034,creek
yrdb3035,customs house
yrdb3036,town
yrdb3037,not specified
yrdb3038,stockade
yrdb3039,fortress
yrdb3040,estuary
yrdb3041,fortress
yrdb3042,not specified
yrdb3044,department
yrdb3045,not specified
yrdb3046,not specified
yrdb3047,fortress
yrdb3048,route
yrdb3049,fortress
yrdb3050,fortress
yrdb3051,fortress
yrdb3052,fortress
yrdb3053,not specified
yrdb3054,fortress
yrdb3055,fortress
yrdb3056,fortress
yrdb3057,customs house
yrdb3058,fortress
yrdb3059,fortress
yrdb3060,fortress
yrdb3061,not specified
yrdb3062,fortress
yrdb3063,town
yrdb3064,county
yrdb3066,not specified
yrdb3067,customs house
yrdb3068,not specified
yrdb3071,fortress
yrdb3072,not specified
yrdb3073,mountain
yrdb3074,county
yrdb3078,customs house
yrdb3079,not specified
yrdb3081,county
yrdb3083,stage station
yrdb3084,county
yrdb3085,town
yrdb3086,county
yrdb3088,neighborhood
yrdb3089,not specified
yrdb3090,department
yrdb3091,township
yrdb3092,town
yrdb3093,not specified
yrdb3095,not specified
yrdb3096,town
yrdb3097,village
yrdb3098,county
yrdb3099,town
yrdb3100,county
yrdb3102,stockade
yrdb3103,walled settlement
yrdb3104,county
yrdb3105,fief
yrdb3106,town
yrdb3108,fortress
yrdb3109,fortress
yrdb3110,not specified
yrdb3111,not specified
yrdb3112,not specified
yrdb3113,county
yrdb3114,fortress
yrdb3115,not specified
yrdb3117,not specified
yrdb3118,walled settlement
yrdb3119,river valley
yrdb3121,dike
yrdb3122,fief
yrdb3123,walled settlement
yrdb3125,customs house
yrdb3126,not specified
yrdb3127,not specified
yrdb3128,not specified
yrdb3130,walled settlement
yrdb3131,department
yrdb3132,fortress
yrdb3133,walled settlement
yrdb3134,town
yrdb3136,palace
yrdb3137,temple
yrdb3138,not specified
yrdb3139,town
yrdb3140,not specified
yrdb3141,not specified
yrdb3142,town
yrdb3143,customs house
yrdb3145,military post
yrdb3147,customs house
yrdb3148,county
yrdb3149,not specified
yrdb3150,county
yrdb3151,not specified
yrdb3152,river
yrdb3153,not specified
yrdb3154,town
yrdb3155,embarkment
yrdb3156,estuary
yrdb3157,estuary
yrdb3158,fortress
yrdb3159,stockade
yrdb3160,encampment
yrdb3161,manor
yrdb3162,not specified
yrdb3163,not specified
yrdb3164,not specified
yrdb3165,not specified
yrdb3166,not specified
yrdb3167,not specified
yrdb3168,circuit
yrdb3169,department
yrdb3170,village
yrdb3171,not specified
yrdb3172,post station
yrdb3173,town
yrdb3174,not specified
yrdb3175,manor
yrdb3176,town
yrdb3177,post station
yrdb3178,walled settlement
yrdb3180,town
yrdb3184,county
yrdb3185,not specified
yrdb3186,department
yrdb3187,ford
yrdb3188,not specified
yrdb3189,route
yrdb3190,route
yrdb3191,mountain
yrdb3192,county
yrdb3193,stage station
yrdb3194,not specified
yrdb3195,manor
yrdb3196,fortress
yrdb3197,temple
yrdb3198,not specified
yrdb3199,not specified
yrdb3200,not specified
yrdb3201,village
yrdb3202,not specified
yrdb3203,walled settlement
yrdb3204,fortress
yrdb3205,customs house
yrdb3206,customs house
yrdb3207,customs house
yrdb3208,department
yrdb3209,embarkment
yrdb3210,department
yrdb3211,not specified
yrdb3212,department
yrdb3213,palace
yrdb3214,not specified
yrdb3215,mound
yrdb3216,county
yrdb3217,department
yrdb3218,not specified
yrdb3219,town
yrdb3220,town
yrdb3221,fortress
yrdb3222,community
yrdb3223,town
yrdb3224,fortress
yrdb3225,town
yrdb3226,town
yrdb3227,town
yrdb3228,bridge
yrdb3229,mountain
yrdb3230,department
yrdb3231,fortress
yrdb3232,not specified
yrdb3233,stockade
yrdb3234,town
yrdb3235,post station
yrdb3236,not specified
yrdb3237,department
yrdb3238,bridge
yrdb3239,county
yrdb3240,estuary
yrdb3241,not specified
yrdb3242,flat
yrdb3243,not specified
yrdb3244,town
yrdb3245,county
yrdb3246,town
yrdb3247,encampment
yrdb3249,stage station
yrdb3250,department
yrdb3251,not specified
yrdb3252,province
yrdb3253,not specified
yrdb3254,not specified
yrdb3255,not specified
yrdb3256,town
yrdb3257,bay
yrdb3258,not specified
yrdb3260,town
yrdb3261,county
yrdb3263,county
yrdb3264,department
yrdb3265,county
yrdb3266,town
yrdb3267,not specified
yrdb3268,stockade
yrdb3269,not specified
yrdb3270,not specified
yrdb3271,fortress
yrdb3273,not specified
yrdb3274,ditch
yrdb3275,state
yrdb3276,county
yrdb3277,town
yrdb3278,stockade
yrdb3279,not specified
yrdb3280,temple
yrdb3281,mountain
yrdb3282,manor
yrdb3283,estuary
yrdb3284,not specified
yrdb3285,manor
yrdb3286,county
yrdb3288,village
yrdb3289,town
yrdb3290,not specified
yrdb3291,not specified
yrdb3292,mudflat
yrdb3293,county
yrdb3294,river
yrdb3295,not specified
yrdb3297,prefecture
yrdb3298,river
yrdb3299,county
yrdb3301,town
yrdb3302,mound
yrdb3303,walled settlement
yrdb3304,not specified
yrdb3305,creek
yrdb3306,department
yrdb3307,stream
yrdb3308,county
yrdb3309,community
yrdb3310,estuary
yrdb3311,not specified
yrdb3313,customs house
yrdb3314,ferry crossing
yrdb3315,bridge
yrdb3316,not specified
yrdb3317,not specified
yrdb3318,department
yrdb3319,fortress
yrdb3320,county
yrdb3323,town
yrdb3324,dike
yrdb3325,river
yrdb3326,town
yrdb3328,town
yrdb3329,not specified
yrdb3330,fortress
yrdb3331,not specified
yrdb3332,estuary
yrdb3333,not specified
yrdb3334,temple
yrdb3335,bridge
yrdb3336,not specified
yrdb3337,not specified
yrdb3338,community
yrdb3339,customs house
yrdb3340,town
yrdb3341,fortress
yrdb3343,manor
yrdb3344,customs house
yrdb3346,village
yrdb3347,village
yrdb3348,customs house
yrdb3349,dike
yrdb3350,town
yrdb3351,bay
yrdb3352,stockade
yrdb3353,not specified
yrdb3354,estuary
yrdb3355,community
yrdb3356,military post
yrdb3357,not specified
yrdb3358,community
yrdb3360,town
yrdb3361,encampment
yrdb3362,estuary
yrdb3363,town
yrdb3364,not specified
yrdb3365,river
yrdb3366,fief
yrdb3368,ridge
yrdb3369,town
yrdb3370,not specified
yrdb3371,mountain
yrdb3372,river
yrdb3373,town
yrdb3374,walled settlement
yrdb3375,customs house
yrdb3376,not specified
yrdb3377,manor
yrdb3378,town
yrdb3379,ridge
yrdb3380,fortress
yrdb3381,not specified
yrdb3382,bay
yrdb3383,not specified
yrdb3384,community
yrdb3385,stockade
yrdb3386,fortress
yrdb3388,ridge
yrdb3389,not specified
yrdb3390,walled settlement
yrdb3391,fortress
yrdb3392,not specified
yrdb3393,manor
yrdb3394,encampment
yrdb3395,temple
yrdb3396,village
yrdb3397,not specified
yrdb3398,not specified
yrdb3399,manor
yrdb3400,estuary
yrdb3401,not specified
yrdb3404,not specified
yrdb3405,county
yrdb3406,not specified
yrdb3408,not specified
yrdb3409,walled settlement
yrdb3410,not specified
yrdb3411,customs house
yrdb3413,dike
yrdb3414,not specified
yrdb3417,not specified
yrdb3418,not specified
yrdb3419,not specified
yrdb3420,not specified
yrdb3421,county
yrdb3422,state
yrdb3423,walled settlement
yrdb3424,manor
yrdb3425,not specified
yrdb3426,bay
yrdb3427,estuary
yrdb3428,department
yrdb3429,commandery
yrdb3431,county
yrdb3433,township
yrdb3435,fortress
yrdb3436,estuary
yrdb3437,state
yrdb3438,bay
yrdb3439,manor
yrdb3440,estuary
yrdb3441,encampment
yrdb3442,not specified
yrdb3443,dam
yrdb3444,mudflat
yrdb3445,not specified
yrdb3446,ditch
yrdb3447,not specified
yrdb3448,not specified
yrdb3449,department
yrdb3451,estuary
yrdb3452,town
yrdb3454,stage station
yrdb3455,estuary
yrdb3456,town
yrdb3457,park
yrdb3458,not specified
yrdb3460,not specified
yrdb3461,estuary
yrdb3462,not specified
yrdb3463,ridge
yrdb3464,fief
yrdb3465,county
yrdb3466,temple
yrdb3467,ditch
yrdb3468,military post
yrdb3470,not specified
yrdb3471,not specified
yrdb3472,town
yrdb3473,mound
yrdb3474,neighborhood
yrdb3475,temple
yrdb3476,fortress
yrdb3477,stockade
yrdb3478,river
yrdb3479,estuary
yrdb3480,town
yrdb3481,not specified
yrdb3482,bay
yrdb3483,dam
yrdb3484,palace
yrdb3485,estuary
yrdb3486,village
yrdb3487,ridge
yrdb3488,county
yrdb3489,bureau
yrdb3490,not specified
yrdb3491,not specified
yrdb3492,not specified
yrdb3493,customs house
yrdb3494,not specified
yrdb3496,encampment
yrdb3497,walled settlement
yrdb3498,town
yrdb3499,dike
yrdb3500,customs house
yrdb3501,post station
yrdb3502,dam
yrdb3503,not specified
yrdb3504,not specified
yrdb3505,fortress
yrdb3506,river valley
yrdb3507,neighborhood
yrdb3508,county
yrdb3509,dike
yrdb3510,walled settlement
yrdb3511,fortress
yrdb3512,not specified
yrdb3513,not specified
yrdb3514,mountain
yrdb3515,stockade
yrdb3516,estuary
yrdb3517,fortress
yrdb3518,not specified
yrdb3519,park
yrdb3520,not specified
yrdb3521,mountain
yrdb3522,not specified
yrdb3523,town
yrdb3525,mountain
yrdb3526,customs house
yrdb3527,estuary
yrdb3528,palace
yrdb3529,county
yrdb3530,state
yrdb3531,stockade
yrdb3532,department
yrdb3534,county
yrdb3535,town
yrdb3536,stockade
yrdb3538,town
yrdb3539,town
yrdb3541,fortress
yrdb3542,not specified
yrdb3543,walled settlement
yrdb3544,military post
yrdb3545,estuary
yrdb3546,not specified
yrdb3547,walled settlement
yrdb3548,customs house
yrdb3549,mountain
yrdb3550,not specified
yrdb3552,town
yrdb3553,walled settlement
yrdb3555,walled settlement
yrdb3556,post station
yrdb3557,estuary
yrdb3558,temple
yrdb3561,encampment
yrdb3562,fortress
yrdb3563,town
yrdb3564,town
yrdb3565,town
yrdb3566,town
yrdb3567,town
yrdb3568,fortress
yrdb3569,neighborhood
yrdb3570,walled settlement
yrdb3571,fortress
yrdb3572,post station
yrdb3573,post station
yrdb3574,fortress
yrdb3577,not specified
yrdb3578,dike
yrdb3579,embarkment
yrdb3580,commandery
yrdb3581,county
yrdb3584,county
yrdb3585,community
yrdb3586,county
yrdb3587,county
yrdb3588,county
yrdb3589,county
yrdb3590,county
yrdb3591,county
yrdb3593,county
yrdb3594,bureau
yrdb3596,community
yrdb3597,county
yrdb3598,commandery
yrdb3600,bay
yrdb3601,ditch
yrdb3602,not specified
yrdb3603,not specified
yrdb3604,bureau
yrdb3605,county
yrdb3606,county
yrdb3607,dike
yrdb3608,department
yrdb3610,commandery
yrdb3611,department
yrdb3612,county
yrdb3613,department
yrdb3614,department
yrdb3615,department
yrdb3617,not specified
yrdb3619,commandery
yrdb3620,not specified
yrdb3622,river
yrdb3623,river
yrdb3624,mountain
yrdb3625,river
yrdb3626,river
yrdb3627,river
yrdb3628,bay
yrdb3629,mountain
yrdb3630,fortress
yrdb3631,not specified
yrdb3632,mountain
yrdb3633,community
yrdb3634,not specified
yrdb3635,ditch
yrdb3636,not specified
yrdb3637,not specified
yrdb3638,county
yrdb3639,not specified
yrdb3640,manor
yrdb3641,estuary
yrdb3642,not specified
yrdb3643,not specified
yrdb3644,not specified
yrdb3645,county
yrdb3646,fortress
yrdb3647,town
yrdb3649,county
yrdb3651,county
yrdb3653,county
yrdb3654,not specified
yrdb3655,not specified
yrdb3656,customs house
yrdb3657,not specified
yrdb3658,not specified
yrdb3659,not specified
yrdb3661,township
yrdb3662,not specified
yrdb3664,not specified
yrdb3665,not specified
yrdb3666,not specified
yrdb3667,not specified
yrdb3668,not specified
yrdb3669,not specified
yrdb3670,not specified
yrdb3671,not specified
yrdb3672,not specified
yrdb3673,not specified
yrdb3674,not specified
yrdb3675,not specified
yrdb3676,not specified
yrdb3677,not specified
yrdb3678,walled settlement
yrdb3679,not specified
yrdb3680,not specified
yrdb3681,walled settlement
yrdb3682,walled settlement
yrdb3683,walled settlement
yrdb3684,neighborhood
yrdb3685,river
yrdb3686,not specified
yrdb3687,walled settlement
yrdb3688,stage station
yrdb3689,walled settlement
yrdb3690,not specified
yrdb3692,not specified
yrdb3693,not specified
yrdb3694,not specified
yrdb3695,not specified
yrdb3696,walled settlement
yrdb3697,fortress
yrdb3698,customs house
yrdb3699,ridge
yrdb3700,customs house
yrdb3701,customs house
yrdb3702,stockade
yrdb3703,encampment
yrdb3704,town
yrdb3705,customs house
yrdb3706,not specified
yrdb3707,not specified
yrdb3708,not specified
yrdb3710,customs house
yrdb3711,military post
yrdb3712,ford
yrdb3713,military post
yrdb3714,stockade
yrdb3715,military post
yrdb3716,village
yrdb3717,post station
yrdb3718,stockade
yrdb3719,not specified
yrdb3720,not specified
yrdb3721,town
yrdb3722,post station
yrdb3723,stage station
yrdb3724,town
yrdb3725,post station
yrdb3726,not specified
yrdb3727,bay
yrdb3728,town
yrdb3729,town
yrdb3730,estuary
yrdb3731,town
yrdb3732,customs house
yrdb3733,manor
yrdb3734,walled settlement
yrdb3735,
yrdb3736,post station
yrdb3737,post station
yrdb3738,walled settlement
yrdb3739,not specified
yrdb3740,mountain
yrdb3741,fortress
yrdb3742,stage station
yrdb3743,customs house
yrdb3744,fortress
yrdb3745,customs house
yrdb3746,fortress
yrdb3747,town
yrdb3748,ditch
yrdb3749,not specified
yrdb3750,stockade
yrdb3751,stockade
yrdb3752,fortress
yrdb3753,walled settlement
yrdb3754,fortress
yrdb3755,town
yrdb3756,town
yrdb3757,fortress
yrdb3758,town
yrdb3759,town
yrdb3760,town
yrdb3761,town
yrdb3762,town
yrdb3763,town
yrdb3764,town
yrdb3765,town
yrdb3766,village
yrdb3767,not specified
yrdb3768,township
yrdb3769,town
yrdb3770,town
yrdb3771,town
yrdb3772,fortress
yrdb3773,town
yrdb3774,stage station
yrdb3775,town
yrdb3776,stockade
yrdb3777,town
yrdb3778,town
yrdb3779,not specified
yrdb3780,not specified
yrdb3781,river
yrdb3782,not specified
yrdb3783,not specified
yrdb3784,not specified
yrdb3785,not specified
yrdb3786,not specified
yrdb3787,post station
yrdb3788,community
yrdb3789,community
yrdb3790,post station
yrdb3791,post station
yrdb3792,post station
yrdb3793,town
yrdb3794,post station
yrdb3795,town
yrdb3796,not specified
yrdb3797,fortress
yrdb3798,town
